Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
golden-beads-ladi-with-flowers-set-of-2,,,,,,,,,Maroon,,,,,,,,'188,0.0,shopify,deny,manual,27.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at22.25.11_1.jpg?v=1725172593,2,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at22.22.10.jpg?v=1725172833,lb,,8.10,,,,,,,
golden-beads-ladi-with-flowers-set-of-2,,,,,,,,,Mustard Yellow,,,,,,,,'187,0.0,shopify,deny,manual,27.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at22.25.12.jpg?v=1725172593,3,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at22.18.19.jpg?v=1725172992,lb,,8.10,,,,,,,
golden-beads-ladi-with-flowers-set-of-2,,,,,,,,,Yellow,,,,,,,,'186,0.0,shopify,deny,manual,27.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at22.22.10.jpg?v=1725172833,4,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at22.14.23.jpg?v=1725173140,lb,,8.10,,,,,,,
golden-beads-ladi-with-flowers-set-of-2,,,,,,,,,Orange,,,,,,,,'184,0.0,shopify,deny,manual,27.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at22.18.19.jpg?v=1725172992,5,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at22.11.33.jpg?v=1725173292,lb,,8.10,,,,,,,
golden-beads-ladi-with-flowers-set-of-2,,,,,,,,,Purple,,,,,,,,'170,0.0,shopify,deny,manual,27.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at22.14.23.jpg?v=1725173140,6,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at20.19.23.jpg?v=1725173447,lb,,8.28,,,,,,,
golden-beads-ladi-with-flowers-set-of-2,,,,,,,,,Green,,,,,,,,'36,0.0,shopify,deny,manual,27.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at22.11.33_1.jpg?v=1725173292,7,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at22.06.58.jpg?v=1730016916,lb,,8.10,,,,,,,
golden-beads-ladi-with-flowers-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at22.11.33_2.jpg?v=1725173292,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-beads-ladi-with-flowers-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at22.11.33.jpg?v=1725173292,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-beads-ladi-with-flowers-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at20.19.23_1.jpg?v=1725173447,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-beads-ladi-with-flowers-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at20.19.23.jpg?v=1725173447,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-beads-ladi-with-flowers-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at20.19.24.jpg?v=1725173447,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-beads-ladi-with-flowers-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at22.06.58.jpg?v=1730016916,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-beads-ladi-with-flowers-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-09at22.06.59.jpg?v=1730016916,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kohinoor-ladi-set-of-2,Kohinoor Ladi - Set of 2,"<ul class=""ul1"">
<li class=""li1""><span class=""s1"">Beautiful Dangler made of fabric, bells</span></li>
<li class=""li1"">
<span class=""s1""></span>Length: 5 ft<span class=""s1""></span><br>
</li>
<li class=""li1"">Comes in a pair (2 danglers)</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Color,Mustard Yellow,,,,,,,,'196,0.0,shopify,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at18.17.55_3.jpg?v=1725170908,1,"",false,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.01.50.jpg?v=1725171766,lb,,8.96,true,,,true,,,active
kohinoor-ladi-set-of-2,,,,,,,,,Dark Pink - White,,,,,,,,'194,0.0,shopify,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at18.17.55.jpg?v=1725170908,2,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at18.17.55_3.jpg?v=1725170908,lb,,17.86,,,,,,,
kohinoor-ladi-set-of-2,,,,,,,,,Dark Pink,,,,,,,,'801,0.0,shopify,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-05-18at16.48.23.jpg?v=1725171201,3,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-05-18at16.48.24.jpg?v=1725171201,lb,,8.96,,,,,,,
kohinoor-ladi-set-of-2,,,,,,,,,Red,,,,,,,,'802,0.0,shopify,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-05-18at16.48.24.jpg?v=1725171201,4,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-05-18at16.51.15_2.jpg?v=1725171344,lb,,7.34,,,,,,,
kohinoor-ladi-set-of-2,,,,,,,,,Maroon,,,,,,,,'195,0.0,shopify,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-05-18at16.51.15_1.jpg?v=1725171344,5,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at19.55.42_1.jpg?v=1725171476,lb,,8.96,,,,,,,
kohinoor-ladi-set-of-2,,,,,,,,,Baby Pink,,,,,,,,'197,0.0,shopify,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-05-18at16.51.15_2.jpg?v=1725171344,6,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.08.37.jpg?v=1725172080,lb,,8.96,,,,,,,
kohinoor-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at19.55.42_1.jpg?v=1725171476,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kohinoor-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at19.55.43_2.jpg?v=1725171476,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kohinoor-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at19.55.43.jpg?v=1725171476,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kohinoor-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.01.50.jpg?v=1725171766,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kohinoor-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.01.51_4.jpg?v=1725171767,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kohinoor-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.08.39_3.jpg?v=1725172071,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kohinoor-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.08.37.jpg?v=1725172080,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy-beaded-toran-bandanwar,Heavy Beaded Toran / Bandanwar,"<ul class=""ul1"">
<li class=""li1""><span class=""s1"">This Toran is full of beads (moti)</span></li>
<li class=""li1"">
<span class=""s1""></span>Size: 36 inch<span class=""s1""></span><br>
</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Title,Default Title,,,,,,,,'200,0.0,shopify,deny,manual,56.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.19.53.jpg?v=1725169329,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,17.86,true,,,true,,,active
heavy-beaded-toran-bandanwar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.19.53_1.jpg?v=1725169329,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy-beaded-toran-bandanwar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.19.54_1.jpg?v=1725169329,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy-beaded-toran-bandanwar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.19.54_2.jpg?v=1725169329,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy-beaded-toran-bandanwar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.19.54_3.jpg?v=1725169329,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heavy-beaded-toran-bandanwar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.19.54.jpg?v=1725169329,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lotus-bud-toran-bandanwar,Lotus Bud Toran / Bandanwar,"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Size: 42 inch<span class=""s1""></span><br>
</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Title,Default Title,,,,,,,,'203,0.0,shopify,deny,manual,34.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.23.54_1.jpg?v=1725165470,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,13.59,true,,,true,,,active
lotus-bud-toran-bandanwar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.23.55_1.jpg?v=1725165470,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lotus-bud-toran-bandanwar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.23.55_2.jpg?v=1725165470,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lotus-bud-toran-bandanwar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.23.55.jpg?v=1725165470,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-beads-and-flower-toran,Golden Beads and Flower Toran,"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Size: 40 inch<span class=""s1""></span><br>
</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Title,Default Title,,,,,,,,'204,0.0,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.29.30.jpg?v=1725165137,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,17.49,true,,,true,,,active
golden-beads-and-flower-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.29.30_1.jpg?v=1725165137,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-beads-and-flower-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.29.30_2.jpg?v=1725165137,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-beads-and-flower-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.29.30_3.jpg?v=1725165137,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-beads-and-flower-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.29.31.jpg?v=1725165137,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-flower-toran-bandanwar,Rose Flower Toran / Bandanwar,"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Size: 36 inch<span class=""s1""></span><br>
</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Title,Default Title,,,,,,,,'205,0.0,shopify,deny,manual,37.50,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.32.34.jpg?v=1725162672,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,16.49,true,,,true,,,active
rose-flower-toran-bandanwar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.32.34_1.jpg?v=1725162672,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-flower-toran-bandanwar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.32.35_1.jpg?v=1725162672,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-flower-toran-bandanwar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.32.35.jpg?v=1725162672,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swastika-set-of-2,Swastika - Set of 2,"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Size: 3.5 inch</li>
<li class=""li1"">
<span class=""s1""></span>Available in Pair (2 pieces in each order)</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Title,Default Title,,,,,,,,'208,0.0,shopify,deny,manual,12.50,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.35.09.jpg?v=1725161899,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,3.42,true,,,true,,,active
komal-ladi-set-of-2,Komal Ladi - Set of 2,"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Beautiful Hangings/Garlands for decoration made of fabric (cloth) and bells at the bottom for Holiday/Diwali/Festive/House warming/Wedding/Haldi/Mehendi, etc<span class=""s1""></span><br>
</li>
<li class=""li1"">
<span class=""s1""></span>Length: 5 ft</li>
<li class=""li1"">
<span class=""s1""></span>Available in Pair (2 pieces in each order)</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Color,Baby Pink,,,,,,,,'211,0.0,shopify,deny,manual,25.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/babypink_b93b7a61-12c9-4f85-b6f0-adf04c83a5f0.jpg?v=1725160449,1,"",false,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/babypink_b93b7a61-12c9-4f85-b6f0-adf04c83a5f0.jpg?v=1725160449,lb,,9.62,true,,,true,,,active
komal-ladi-set-of-2,,,,,,,,,Maroon,,,,,,,,'198,0.0,shopify,deny,manual,25.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/maroon.png?v=1725160613,2,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/maroon.png?v=1725160613,lb,,9.62,,,,,,,
komal-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-11at12.59.38_1.jpg?v=1725160449,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
komal-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-11at12.59.38_2.jpg?v=1725160449,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
komal-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.14.02_2.jpg?v=1725160631,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
komal-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.14.02_3.jpg?v=1725160631,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
komal-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-10at20.14.02_4.jpg?v=1725160631,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all-fabric-flower-ladi-cloth-set-of-3,All Fabric Flower Ladi (Cloth) - Set of 2,"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Beautiful Hangings/Garlands for decoration made of fabric (cloth) for Holiday/Diwali/Festive/House warming/Wedding/Haldi/Mehendi, etc<span class=""s1""></span><br>
</li>
<li class=""li1"">
<span class=""s1""></span>Length: 5 ft</li>
<li class=""li1"">Color: Yellow and White with Green flowers in between</li>
<li class=""li1"">Has hooks at both sides so multiple garlands can be combined together to create beautiful decorations</li>
<li class=""li1"">
<span class=""s1""></span>Available in Pair (2 pieces in each order)</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Title,Default Title,,,,,,,,'212,0.0,shopify,deny,manual,25.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-11at13.03.55.jpg?v=1725158553,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,7.22,true,,,true,,,active
all-fabric-flower-ladi-cloth-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-11at13.03.55_1.jpg?v=1725158553,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all-fabric-flower-ladi-cloth-set-of-3,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-11at13.03.55_2.jpg?v=1725158553,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
laxmi-mata-charan-set-of-2,Laxmi Mata Charan (3 inch) - Set of 2,"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Laxmi Mata Charan set<br>
</li>
<li class=""li1"">2 pairs of charan in each order</li>
<li class=""li1"">
<span class=""s1""></span>Length: 3 inch<br>
</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Title,Default Title,,,,,,,,'214,0.0,shopify,deny,manual,12.50,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-11at14.32.37.jpg?v=1725157129,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,4.14,true,,,true,,,active
laxmi-vishnu-charan,Laxmi Charan (7 inch),"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Laxmi Mata Charan set<br>
</li>
<li class=""li1"">
<span class=""s1""></span>Length: 7 inch<br>
</li>
</ul>",Kalyan Kreations,Religious & Ceremonial > Religious Items,"","",true,Title,Default Title,,,,,,,,'216,0.0,shopify,deny,manual,15.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-11at14.37.04_1.jpg?v=1725156738,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,3.34,true,,,true,,,active
marigold-flower-and-beads-toran-bandhanwar,Marigold Flower and Beads Toran/Bandhanwar,"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Beautiful Toran/Bandhanwar made of Marigold Flowers and a lots of Beads</li>
<li class=""li1"">Gives a Royal Look <br>
</li>
<li class=""li1"">
<span class=""s1""></span>Length: 40 inch<br>
</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Color,orange,product.metafields.shopify.color-pattern,,,,,,,'209,0.0,shopify,deny,manual,44.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2023-09-16at17.04.37.jpg?v=1725081928,1,"",false,,,,,,,,,,,,,,orange; yellow,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2023-09-16at17.04.37.jpg?v=1725081928,lb,,18.30,true,,,true,,,active
marigold-flower-and-beads-toran-bandhanwar,,,,,,,,,yellow,,,,,,,,'218,0.0,shopify,deny,manual,44.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2023-09-16at17.04.38.jpg?v=1725081928,2,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-11at14.50.14.jpg?v=1725081920,lb,,18.30,,,,,,,
marigold-flower-and-beads-toran-bandhanwar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2023-09-16at17.04.39_1.jpg?v=1725081927,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marigold-flower-and-beads-toran-bandhanwar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2023-09-16at17.04.39.jpg?v=1725081928,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marigold-flower-and-beads-toran-bandhanwar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-11at14.50.14.jpg?v=1725081920,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marigold-flower-and-beads-toran-bandhanwar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-11at14.50.14_1.jpg?v=1725081919,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marigold-flower-and-beads-toran-bandhanwar,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-11at14.50.14_2.jpg?v=1725081920,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all-fabric-flower-ladi-cloth-set-of-2,All Fabric Flower Ladi (Cloth) - Set of 2,"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Beautiful Hangings/Garlands for decoration made of fabric (cloth) for Holiday/Diwali/Festive/House warming/Wedding/Haldi/Mehendi, etc<span class=""s1""></span><br>
</li>
<li class=""li1"">
<span class=""s1""></span>Length: 3 ft</li>
<li class=""li1"">
<span class=""s1""></span>Available in Pair (2 pieces in each order)</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Color,Orange,,,,,,,,'245,0.0,shopify,deny,manual,15.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/orange.jpg?v=1725081060,1,"",false,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/orange.jpg?v=1725081060,lb,,9.62,true,,,true,,,active
all-fabric-flower-ladi-cloth-set-of-2,,,,,,,,,Baby Pink,,,,,,,,'244,0.0,shopify,deny,manual,15.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-11at18.03.11.jpg?v=1725081074,2,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/pink.jpg?v=1725081104,lb,,9.62,,,,,,,
