Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
all-fabric-flower-ladi-cloth-set-of-2,,,,,,,,,Yellow,,,,,,,,'130,0.0,shopify,deny,manual,15.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-11at18.03.11_1.jpg?v=1725081081,3,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/yellow_4e2b3c67-c75f-4f3b-af3a-6a66198f235e.jpg?v=1725081153,lb,,9.62,,,,,,,
all-fabric-flower-ladi-cloth-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/pink.jpg?v=1725081104,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all-fabric-flower-ladi-cloth-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-11at17.59.56_1.jpg?v=1725081136,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all-fabric-flower-ladi-cloth-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/yellow_4e2b3c67-c75f-4f3b-af3a-6a66198f235e.jpg?v=1725081153,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all-fabric-flower-ladi-cloth-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-07-17at20.03.25.jpg?v=1725081161,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wide-cloth-band-and-fabric-flower-toran,Wide Cloth Band and Fabric Flower Toran/Bandhanwar,"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Beautiful Toran/Bandhanwar for decoration made of fabric (cloth) <br>
</li>
<li class=""li1"">
<span class=""s1""></span>Length: 36 inch (3 ft)<br>
</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Title,Default Title,,,,,,,,'260,0.0,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-12at19.37.22.jpg?v=1725080306,1,"",false,,,,,,,,,,,,,,,,,,,,,lb,,18.30,true,,,true,,,active
wide-cloth-band-and-fabric-flower-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-12at19.37.22_1.jpg?v=1725080306,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wide-cloth-band-and-fabric-flower-toran,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-12at19.37.22_2.jpg?v=1725080306,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
link-ladi-set-of-2,Link Ladi - Set of 2,"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Beautiful Hangings/Garlands for decoration made of fabric (cloth) and full of beads made of links<br>
</li>
<li class=""li1"">
<span class=""s1""></span>Length: 4 ft</li>
<li class=""li1"">
<span class=""s1""></span>Available in Pair (2 pieces in each order)</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Color,Purple,,,,,,,,'263,0.0,shopify,deny,manual,45.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/purple_132bfad8-8028-4d15-9c78-ab712d68f3b0.jpg?v=1725079648,1,"",false,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/purple_f7d8ab3a-2723-41ab-891e-6cb2be897764.jpg?v=1725079668,lb,,9.62,true,,,true,,,active
link-ladi-set-of-2,,,,,,,,,Baby Pink,,,,,,,,'817,0.0,shopify,deny,manual,45.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/babypink_365a45d0-d35a-4fc6-8ca0-d9f484e03360.jpg?v=1725079537,2,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/babypink_365a45d0-d35a-4fc6-8ca0-d9f484e03360.jpg?v=1725079537,lb,,18.84,,,,,,,
link-ladi-set-of-2,,,,,,,,,Dark Pink,,,,,,,,'816,0.0,shopify,deny,manual,45.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/darkpink_617ef8ea-9849-410f-9a01-a99ab946b012.jpg?v=1725079607,3,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/darkpink_617ef8ea-9849-410f-9a01-a99ab946b012.jpg?v=1725079607,lb,,9.62,,,,,,,
link-ladi-set-of-2,,,,,,,,,Red,,,,,,,,'265,0.0,shopify,deny,manual,45.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/red_a3dceb3f-c585-49de-88b1-a579f9b34f8b.jpg?v=1725079707,4,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/red_a3dceb3f-c585-49de-88b1-a579f9b34f8b.jpg?v=1725079707,lb,,9.62,,,,,,,
link-ladi-set-of-2,,,,,,,,,Yellow,,,,,,,,'261,0.0,shopify,deny,manual,45.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/yellow.jpg?v=1725079744,5,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/yellow.jpg?v=1725079744,lb,,9.62,,,,,,,
link-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-05-20at18.49.09_2.jpg?v=1725079770,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
link-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-05-20at18.49.10.jpg?v=1725079770,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
link-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-13at19.37.29_1.jpg?v=1725079770,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
link-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-13at19.37.29_2.jpg?v=1725079770,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
link-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-13at19.48.35.jpg?v=1725079770,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
link-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/purple_f7d8ab3a-2723-41ab-891e-6cb2be897764.jpg?v=1725079668,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabric-and-beads-ladi-pineapple-ladi-set-of-2,Fabric and Beads Ladi (Pineapple Ladi) - Set of 2,"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Beautiful Hangings/Garlands for decoration made of fabric (cloth) and full of beads for Holiday/Diwali/Festive/House warming/Wedding/Haldi/Mehendi, etc<span class=""s1""></span><br>
</li>
<li class=""li1"">
<span class=""s1""></span>Length: 5 ft</li>
<li class=""li1"">
<span class=""s1""></span>Available in Pair (2 pieces in each order)</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Color,Bright Yellow,,,,,,,,'280,0.0,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/brightyellow.jpg?v=1725076829,1,"",false,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/brightyellow.jpg?v=1725076829,lb,,9.62,true,,,true,,,active
fabric-and-beads-ladi-pineapple-ladi-set-of-2,,,,,,,,,Red,,,,,,,,'178,0.0,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/red_dfbb2bee-f7b0-4b09-ad40-4ee913d7fb1b.jpg?v=1725077031,2,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/red_dfbb2bee-f7b0-4b09-ad40-4ee913d7fb1b.jpg?v=1725077031,lb,,9.62,,,,,,,
fabric-and-beads-ladi-pineapple-ladi-set-of-2,,,,,,,,,Light Yellow,,,,,,,,'179,0.0,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/lightyellow.jpg?v=1725077157,3,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/lightyellow.jpg?v=1725077157,lb,,9.62,,,,,,,
fabric-and-beads-ladi-pineapple-ladi-set-of-2,,,,,,,,,Dark Pink,,,,,,,,'799,0.0,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/darkpink.jpg?v=1725077253,4,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/darkpink.jpg?v=1725077253,lb,,9.62,,,,,,,
fabric-and-beads-ladi-pineapple-ladi-set-of-2,,,,,,,,,Baby Pink,,,,,,,,'798,0.0,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/babypink.jpg?v=1725077379,5,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/babypink.jpg?v=1725077379,lb,,9.62,,,,,,,
fabric-and-beads-ladi-pineapple-ladi-set-of-2,,,,,,,,,Purple,,,,,,,,'797,0.0,shopify,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/purple.jpg?v=1725077469,6,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/purple.jpg?v=1725077469,lb,,9.62,,,,,,,
fabric-and-beads-ladi-pineapple-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/beads-1.jpg?v=1725077483,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabric-and-beads-ladi-pineapple-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/fabric_be9ed522-622a-4a02-8fb6-a329caf6662f.jpg?v=1725077483,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabric-and-beads-ladi-pineapple-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-05-18at16.22.53.jpg?v=1725077483,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabric-and-beads-ladi-pineapple-ladi-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-05-18at16.27.53_1.jpg?v=1725077483,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multicolor-fabric-flowers-with-heavy-beads-hanging-set-of-2,Multicolor Fabric flowers with heavy beads hanging - Set of 2,"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Beautiful Hangings/Garlands for decoration made of fabric (cloth) and heavy beads for Holiday/Diwali/Festive/House warming/Wedding/Haldi/Mehendi, etc<span class=""s1""></span><br>
</li>
<li class=""li1"">
<span class=""s1""></span>Length: 4 ft</li>
<li class=""li1"">
<span class=""s1""></span>Available in Pair (2 pieces in each order)</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Color,Baby Pink and White,,,,,,,,'289,0.0,shopify,deny,manual,30.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/babypink-white.png?v=1724996180,1,"",false,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/babypink-white.png?v=1724996180,lb,,9.62,true,,,true,,,active
multicolor-fabric-flowers-with-heavy-beads-hanging-set-of-2,,,,,,,,,Orange and White,,,,,,,,'135,0.0,shopify,deny,manual,30.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/orange-white.jpg?v=1724996392,2,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/orange-white.jpg?v=1724996392,lb,,9.62,,,,,,,
multicolor-fabric-flowers-with-heavy-beads-hanging-set-of-2,,,,,,,,,Dark Pink and White,,,,,,,,'134,0.0,shopify,deny,manual,30.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/darkpink-white.jpg?v=1724996557,3,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/darkpink-white.jpg?v=1724996557,lb,,9.62,,,,,,,
multicolor-fabric-flowers-with-heavy-beads-hanging-set-of-2,,,,,,,,,Yellow and White,,,,,,,,'133,0.0,shopify,deny,manual,30.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/yellow-white.jpg?v=1724996666,4,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/yellow-white.jpg?v=1724996666,lb,,9.62,,,,,,,
multicolor-fabric-flowers-with-heavy-beads-hanging-set-of-2,,,,,,,,,Wine and White,,,,,,,,'132,0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/wine-white.jpg?v=1724996759,5,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/wine-white.jpg?v=1724996759,lb,,9.62,,,,,,,
multicolor-fabric-flowers-with-heavy-beads-hanging-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-07-21at13.42.09_2.jpg?v=1724996772,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multicolor-fabric-flowers-with-heavy-beads-hanging-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-07-21at14.01.59_1.jpg?v=1724996772,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multicolor-fabric-flowers-with-heavy-beads-hanging-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-07-21at14.04.36_1.jpg?v=1724996772,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multicolor-fabric-flowers-with-heavy-beads-hanging-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-07-21at14.04.36_3.jpg?v=1724996772,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multicolor-fabric-flowers-with-heavy-beads-hanging-set-of-2,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at16.01.36.jpg?v=1724996772,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabric-and-beads-hanging-with-link-diwali-ganapati-house-warming-wedding-pair,Fabric and Beads Hanging with Link - Diwali/Ganapati/House warming/Wedding (Pair),"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Beautiful Hangings/Garlands for decoration made of fabric (cloth) and full of beads for Holiday/Diwali/Festive/House warming/Wedding/Haldi/Mehendi, etc<span class=""s1""></span><br>
</li>
<li class=""li1"">
<span class=""s1""></span>Length: 3 ft</li>
<li class=""li1"">
<span class=""s1""></span>Available in Pair (2 pieces in each order)</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Color,White and Yellow,,,,,,,,'290,0.0,shopify,deny,manual,32.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/white-yellow.jpg?v=1724993894,1,"",false,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/white-yellow.jpg?v=1724993894,lb,,9.62,true,,,true,,,active
fabric-and-beads-hanging-with-link-diwali-ganapati-house-warming-wedding-pair,,,,,,,,,White and Dark Pink,,,,,,,,'217,0.0,shopify,deny,manual,25.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/white-darkpink.jpg?v=1724993842,2,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/white-darkpink.jpg?v=1724993842,lb,,9.62,,,,,,,
fabric-and-beads-hanging-with-link-diwali-ganapati-house-warming-wedding-pair,,,,,,,,,White and Orange,,,,,,,,'814,0.0,shopify,deny,manual,25.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/white-orange.jpg?v=1724993865,3,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/white-orange.jpg?v=1724993865,lb,,9.62,,,,,,,
fabric-and-beads-hanging-with-link-diwali-ganapati-house-warming-wedding-pair,,,,,,,,,White and Red,,,,,,,,'251,0.0,shopify,deny,manual,32.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/white-red.jpg?v=1724993880,4,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/white-red.jpg?v=1724993880,lb,,9.62,,,,,,,
fabric-and-beads-hanging-with-link-diwali-ganapati-house-warming-wedding-pair,,,,,,,,,Yellow and Dark Pink,,,,,,,,'815,0.0,shopify,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/yellow-darkpink.jpg?v=1724993937,5,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/yellow-darkpink.jpg?v=1724993937,lb,,9.62,,,,,,,
fabric-and-beads-hanging-with-link-diwali-ganapati-house-warming-wedding-pair,,,,,,,,,Yellow and Red,,,,,,,,'813,0.0,shopify,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/yellow-red.jpg?v=1724993949,6,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/yellow-red.jpg?v=1724993949,lb,,9.62,,,,,,,
fabric-and-beads-hanging-with-link-diwali-ganapati-house-warming-wedding-pair,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/link-2.jpg?v=1724993969,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabric-and-beads-hanging-with-link-diwali-ganapati-house-warming-wedding-pair,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/link.jpg?v=1724993969,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabric-and-beads-hanging-with-link-diwali-ganapati-house-warming-wedding-pair,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/beads-2.jpg?v=1724994006,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabric-and-beads-hanging-with-link-diwali-ganapati-house-warming-wedding-pair,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/fabric.jpg?v=1724994006,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabric-hanging-with-beads-for-decoration-diwali-ganapati-house-warming-wedding-pair-copy,Beads Hanging for Decoration - Diwali/Ganapati/House warming/Wedding (Pair),"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Beautiful Hangings/Garlands for decoration made of fabric (cloth) and full of beads for Holiday/Diwali/Festive/House warming/Wedding/Haldi/Mehendi, etc<span class=""s1""></span><br>
</li>
<li class=""li1"">
<span class=""s1""></span>Length: 5 ft</li>
<li class=""li1"">
<span class=""s1""></span>Available in Pair (2 pieces in each order)</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Color,Baby Pink,,,,,,,,'295,0.0,shopify,deny,manual,22.50,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/BabyPink.png?v=1724914424,1,"",false,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/BabyPink.png?v=1724914424,lb,,9.62,true,,,true,,,active
fabric-hanging-with-beads-for-decoration-diwali-ganapati-house-warming-wedding-pair-copy,,,,,,,,,Yellow,,,,,,,,'291,0.0,shopify,deny,manual,22.50,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/Mustard.png?v=1724914424,2,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/Mustard.png?v=1724914424,lb,,9.62,,,,,,,
fabric-hanging-with-beads-for-decoration-diwali-ganapati-house-warming-wedding-pair-copy,,,,,,,,,Red,,,,,,,,'213,0.0,shopify,deny,manual,22.50,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/Red.jpg?v=1724914424,3,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/Red.jpg?v=1724914424,lb,,9.62,,,,,,,
fabric-hanging-with-beads-for-decoration-diwali-ganapati-house-warming-wedding-pair-copy,,,,,,,,,White,,,,,,,,'215,0.0,shopify,deny,manual,22.50,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/White.jpg?v=1724914424,4,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/White.jpg?v=1724914424,lb,,9.62,,,,,,,
fabric-hanging-with-beads-for-decoration-diwali-ganapati-house-warming-wedding-pair-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/bottom-3.jpg?v=1724914522,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabric-hanging-with-beads-for-decoration-diwali-ganapati-house-warming-wedding-pair-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at16.08.53_2.jpg?v=1724914550,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabric-hanging-with-beads-for-decoration-diwali-ganapati-house-warming-wedding-pair-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at16.08.53_3.jpg?v=1724914560,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabric-hanging-with-beads-for-decoration-diwali-ganapati-house-warming-wedding-pair-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/WhatsAppImage2024-08-17at16.08.53_4.jpg?v=1724914560,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candle-holder-lotus-8-inch-copy-1,Fabric Hanging with Beads for Decoration - Diwali/Ganapati/House warming/Wedding (Pair),"<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Beautiful Hangings/Garlands for decoration made of fabric (cloth) for Holiday/Diwali/Festive/House warming/Wedding/Haldi/Mehendi, etc</li>
<li class=""li1"">
<span class=""s1""></span>Re-washable, if it gets dirty, and long lasting</li>
<li class=""li1"">
<span class=""s1""></span>Length: 3.5 ft</li>
<li class=""li1"">
<span class=""s1""></span>Available in Pair (2 pieces in each order)</li>
</ul>",Kalyan Kreations,Home & Garden > Decor,"","",true,Color,Pink,,,,,,,,'811,0.0,shopify,deny,manual,30.00,,true,true,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/pink_439053e5-35e5-4c57-88f0-3a889816c434.jpg?v=1724816737,1,"",false,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/pink_439053e5-35e5-4c57-88f0-3a889816c434.jpg?v=1724816737,lb,,9.62,true,,,true,,,active
candle-holder-lotus-8-inch-copy-1,,,,,,,,,Yellow,,,,,,,,'812,0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/yellow_687aa570-b6d9-43cb-b798-c9e4c49bc0e2.jpg?v=1724816737,2,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/yellow_687aa570-b6d9-43cb-b798-c9e4c49bc0e2.jpg?v=1724816737,lb,,9.62,,,,,,,
candle-holder-lotus-8-inch-copy-1,,,,,,,,,Wine,,,,,,,,'299,0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/wine_a73d25b7-13a8-48e0-8114-8edf30cbc0a2.jpg?v=1724816737,3,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/wine_a73d25b7-13a8-48e0-8114-8edf30cbc0a2.jpg?v=1724816737,lb,,9.62,,,,,,,
candle-holder-lotus-8-inch-copy-1,,,,,,,,,Maroon,,,,,,,,'300,0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/maroo_185c8763-9570-4f7f-9cb5-9a572ee13c88.jpg?v=1724816737,4,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/maroo_185c8763-9570-4f7f-9cb5-9a572ee13c88.jpg?v=1724816737,lb,,9.62,,,,,,,
candle-holder-lotus-8-inch-copy-1,,,,,,,,,Orange,,,,,,,,'303,0.0,shopify,deny,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/0681/8093/4972/files/orange_37b6859f-5496-4308-bc6b-40fcc9434f76.jpg?v=1724816737,5,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8093/4972/files/orange_37b6859f-5496-4308-bc6b-40fcc9434f76.jpg?v=1724816737,lb,,9.62,,,,,,,
